latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.597538,-74.08771,53.0,-18000,America/New_York,EST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C)
2016-01-01,6.0,0.4,3.2
2016-01-02,4.2,-1.1,1.2
2016-01-03,6.5,-0.6,2.1
2016-01-04,-0.3,-8.3,-2.6
2016-01-05,-1.5,-10.1,-6.2
2016-01-06,3.2,-6.4,-2.7
2016-01-07,5.3,-5.2,-0.2
2016-01-08,5.9,-1.1,2.3
2016-01-09,8.6,2.7,5.8
2016-01-10,13.9,3.3,10.4
2016-01-11,2.2,-3.7,-0.4
2016-01-12,5.6,-5.6,-0.6
2016-01-13,-1.7,-5.0,-3.6
2016-01-14,2.8,-5.3,-1.1
2016-01-15,8.5,-0.1,4.2
2016-01-16,9.9,3.0,5.5
2016-01-17,3.6,-2.7,0.4
2016-01-18,-1.1,-7.2,-3.8
2016-01-19,-2.4,-9.0,-5.8
2016-01-20,2.6,-4.5,-1.8
2016-01-21,2.1,-3.9,-1.8
2016-01-22,-1.6,-6.2,-3.7
2016-01-23,-2.7,-4.9,-3.7
2016-01-24,-1.0,-8.2,-4.8
2016-01-25,0.4,-8.5,-4.0
2016-01-26,5.0,-1.6,1.7
2016-01-27,3.5,-3.4,1.1
2016-01-28,2.1,-9.5,-3.3
2016-01-29,2.9,-5.5,-1.5
2016-01-30,1.3,-7.1,-2.6
2016-01-31,4.4,-1.2,1.6
2016-02-01,6.5,1.3,4.2
2016-02-02,8.5,-1.2,1.9
2016-02-03,12.2,-0.6,7.7
2016-02-04,11.8,5.8,9.4
2016-02-05,4.3,-2.7,1.2
2016-02-06,4.0,-4.2,-0.5
2016-02-07,6.6,-3.8,1.2
2016-02-08,1.4,-2.8,0.1
2016-02-09,0.9,-3.4,-1.4
2016-02-10,3.9,-2.1,0.5
2016-02-11,-2.2,-5.7,-3.9
2016-02-12,-3.1,-10.5,-6.1
2016-02-13,-5.9,-14.7,-8.7
2016-02-14,-8.5,-17.7,-12.8
2016-02-15,4.4,-10.4,-3.7
2016-02-16,12.0,-0.1,7.6
2016-02-17,5.2,-1.5,1.7
2016-02-18,1.6,-2.7,-0.5
2016-02-19,1.9,-6.6,-1.3
2016-02-20,14.7,2.5,7.9
2016-02-21,11.8,1.8,7.0
2016-02-22,9.5,-0.8,3.9
2016-02-23,5.1,-0.0,2.2
2016-02-24,14.4,2.7,8.8
2016-02-25,14.6,3.1,8.4
2016-02-26,3.6,-2.3,1.0
2016-02-27,4.5,-4.6,0.0
2016-02-28,14.4,0.3,6.5
2016-02-29,13.9,6.2,9.6
2016-03-01,9.7,2.1,5.9
2016-03-02,11.9,-1.3,5.6
2016-03-03,2.2,-3.4,-0.4
2016-03-04,2.3,-1.4,0.3
2016-03-05,3.7,-2.9,0.3
2016-03-06,5.6,-3.7,1.5
2016-03-07,13.9,-0.7,6.1
2016-03-08,16.5,3.0,9.0
2016-03-09,23.5,3.9,13.7
2016-03-10,24.4,11.8,17.6
2016-03-11,16.7,6.8,13.2
2016-03-12,15.3,1.6,8.7
2016-03-13,14.4,7.0,10.5
2016-03-14,8.6,5.5,6.7
2016-03-15,11.8,6.3,8.3
2016-03-16,16.2,5.2,9.8
2016-03-17,15.1,3.5,10.0
2016-03-18,13.2,5.3,9.3
2016-03-19,7.2,0.8,4.6
2016-03-20,4.4,0.1,2.1
2016-03-21,9.0,0.3,4.0
2016-03-22,12.7,-0.5,5.9
2016-03-23,19.8,7.5,12.7
2016-03-24,13.6,5.0,8.8
2016-03-25,21.7,8.8,15.5
2016-03-26,10.5,2.6,6.4
2016-03-27,10.0,4.2,6.7
2016-03-28,15.0,6.0,9.3
2016-03-29,11.0,3.3,7.4
2016-03-30,12.3,-0.8,6.1
2016-03-31,21.1,6.5,14.4
2016-04-01,23.6,15.0,18.1
2016-04-02,13.9,8.3,11.2
2016-04-03,8.1,1.1,3.8
2016-04-04,11.8,0.1,5.6
2016-04-05,4.8,-3.4,0.6
2016-04-06,8.5,-3.5,3.6
2016-04-07,13.7,8.3,11.0
2016-04-08,9.1,4.0,7.0
2016-04-09,5.8,1.2,3.3
2016-04-10,9.1,-1.0,4.1
2016-04-11,16.5,4.1,9.9
2016-04-12,13.3,5.3,10.7
2016-04-13,11.5,1.6,6.6
2016-04-14,13.8,1.8,7.6
2016-04-15,14.8,1.5,8.7
2016-04-16,16.8,2.7,9.4
2016-04-17,20.2,2.6,11.1
2016-04-18,24.1,5.6,15.1
2016-04-19,20.2,10.7,15.0
2016-04-20,17.9,7.7,12.0
2016-04-21,21.6,5.8,14.1
2016-04-22,25.5,12.1,18.3
2016-04-23,19.9,11.6,16.3
2016-04-24,18.1,7.7,12.6
2016-04-25,19.8,7.4,13.8
2016-04-26,25.4,8.9,14.9
2016-04-27,14.0,7.9,10.5
2016-04-28,13.1,7.4,9.2
2016-04-29,11.4,7.4,8.9
2016-04-30,15.1,7.3,10.3
2016-05-01,10.0,8.5,9.1
2016-05-02,15.3,7.9,11.4
2016-05-03,12.1,9.8,11.1
2016-05-04,10.7,8.4,9.5
2016-05-05,12.1,7.7,9.7
2016-05-06,11.2,8.5,9.6
2016-05-07,15.1,8.9,11.2
2016-05-08,17.4,8.3,12.2
2016-05-09,21.0,7.9,14.3
2016-05-10,15.3,6.9,11.6
2016-05-11,21.5,7.0,15.0
2016-05-12,23.2,8.6,16.3
2016-05-13,17.8,11.5,15.3
2016-05-14,21.4,11.0,16.5
2016-05-15,13.3,8.0,11.1
2016-05-16,18.0,5.2,11.0
2016-05-17,17.1,9.5,12.3
2016-05-18,17.9,9.0,13.2
2016-05-19,20.1,10.7,15.0
2016-05-20,23.1,9.9,16.7
2016-05-21,15.5,10.4,13.9
2016-05-22,18.9,11.1,14.4
2016-05-23,22.8,10.3,16.5
2016-05-24,23.6,14.0,17.3
2016-05-25,29.8,12.2,21.6
2016-05-26,30.7,16.9,23.8
2016-05-27,30.1,19.0,24.2
2016-05-28,31.3,20.2,25.4
2016-05-29,29.9,20.3,24.1
2016-05-30,26.6,19.7,22.6
2016-05-31,28.3,20.4,23.5
2016-06-01,26.6,16.8,21.8
2016-06-02,22.6,15.5,18.6
2016-06-03,20.2,16.6,18.2
2016-06-04,26.6,17.9,21.8
2016-06-05,23.0,18.3,20.5
2016-06-06,27.7,18.3,23.0
2016-06-07,28.0,18.8,23.2
2016-06-08,20.1,12.7,16.4
2016-06-09,22.2,12.1,16.8
2016-06-10,23.9,12.9,18.1
2016-06-11,30.2,11.7,22.0
2016-06-12,27.3,15.8,23.4
2016-06-13,24.0,13.9,18.7
2016-06-14,26.2,14.0,20.1
2016-06-15,28.9,14.0,22.5
2016-06-16,23.1,17.8,20.9
2016-06-17,25.1,15.3,20.0
2016-06-18,28.7,13.0,21.6
2016-06-19,30.1,18.2,22.8
2016-06-20,29.2,16.1,23.5
2016-06-21,31.1,21.0,25.4
2016-06-22,30.0,18.8,24.0
2016-06-23,27.4,18.3,22.7
2016-06-24,26.0,18.5,22.0
2016-06-25,27.2,17.4,22.0
2016-06-26,29.3,17.0,23.0
2016-06-27,28.2,16.9,22.7
2016-06-28,23.5,20.4,21.8
2016-06-29,28.0,20.3,23.8
2016-06-30,28.6,18.8,23.8
2016-07-01,26.6,20.1,23.3
2016-07-02,25.6,18.7,22.0
2016-07-03,27.0,16.4,22.3
2016-07-04,28.3,17.9,22.7
2016-07-05,30.0,20.1,24.8
2016-07-06,32.2,21.5,27.6
2016-07-07,32.7,23.4,27.9
2016-07-08,30.5,20.2,24.9
2016-07-09,23.3,19.7,20.9
2016-07-10,26.9,19.2,22.9
2016-07-11,25.5,18.0,21.8
2016-07-12,27.3,18.3,22.8
2016-07-13,28.8,20.1,24.3
2016-07-14,31.6,22.8,26.3
2016-07-15,32.2,23.7,28.0
2016-07-16,31.8,22.8,26.4
2016-07-17,32.1,22.6,27.2
2016-07-18,34.1,23.3,27.5
2016-07-19,28.6,20.4,25.0
2016-07-20,28.5,19.1,23.6
2016-07-21,31.1,20.0,25.6
2016-07-22,34.8,22.0,28.3
2016-07-23,34.4,24.5,29.6
2016-07-24,33.2,20.5,27.4
2016-07-25,33.9,23.2,27.0
2016-07-26,32.4,22.2,27.4
2016-07-27,31.4,21.6,26.5
2016-07-28,31.6,23.5,27.4
2016-07-29,28.7,21.9,24.9
2016-07-30,27.9,22.3,24.4
2016-07-31,25.1,22.5,23.4
2016-08-01,25.1,21.5,22.8
2016-08-02,24.1,19.2,21.8
2016-08-03,24.9,17.6,21.2
2016-08-04,25.9,16.3,21.9
2016-08-05,27.3,18.2,23.1
2016-08-06,30.5,21.7,25.4
2016-08-07,30.2,20.3,25.1
2016-08-08,29.8,19.4,24.5
2016-08-09,29.1,19.4,24.7
2016-08-10,29.4,23.1,25.8
2016-08-11,31.7,24.5,27.2
2016-08-12,34.5,24.9,28.6
2016-08-13,33.5,25.9,29.1
2016-08-14,33.7,26.1,29.5
2016-08-15,32.4,25.0,28.1
2016-08-16,29.2,24.7,26.6
2016-08-17,29.9,24.5,27.0
2016-08-18,28.8,22.8,25.7
2016-08-19,29.0,23.1,25.8
2016-08-20,28.3,22.0,25.2
2016-08-21,28.8,21.9,24.9
2016-08-22,25.7,18.5,22.2
2016-08-23,27.0,15.0,21.5
2016-08-24,29.4,18.3,23.9
2016-08-25,29.5,19.2,24.4
2016-08-26,32.1,23.1,27.2
2016-08-27,29.7,20.9,25.1
2016-08-28,29.6,20.2,24.6
2016-08-29,32.2,21.9,26.5
2016-08-30,28.2,20.1,24.0
2016-08-31,30.1,21.6,25.5
2016-09-01,25.2,20.7,23.3
2016-09-02,25.9,19.1,22.1
2016-09-03,23.0,18.3,20.4
2016-09-04,25.2,17.0,20.6
2016-09-05,27.7,17.3,21.6
2016-09-06,26.5,21.0,23.1
2016-09-07,27.3,20.7,23.5
2016-09-08,31.2,19.2,25.5
2016-09-09,31.5,23.8,27.7
2016-09-10,32.6,23.6,27.0
2016-09-11,26.8,20.0,24.8
2016-09-12,24.1,15.4,19.8
2016-09-13,27.7,15.0,21.1
2016-09-14,32.0,19.2,24.9
2016-09-15,22.4,16.4,19.4
2016-09-16,21.8,14.5,18.0
2016-09-17,24.9,13.5,20.0
2016-09-18,28.7,19.6,23.8
2016-09-19,22.5,20.2,21.5
2016-09-20,26.5,20.1,22.6
2016-09-21,27.4,18.5,22.7
2016-09-22,26.9,16.2,21.2
2016-09-23,29.5,15.1,22.3
2016-09-24,20.8,14.2,17.4
2016-09-25,20.2,11.5,15.6
2016-09-26,21.3,11.9,17.0
2016-09-27,22.5,15.4,18.8
2016-09-28,21.8,13.1,16.9
2016-09-29,17.8,14.6,15.9
2016-09-30,15.4,13.8,14.6
2016-10-01,17.1,13.9,15.3
2016-10-02,17.2,14.5,16.0
2016-10-03,22.1,14.6,17.9
2016-10-04,19.1,14.4,16.7
2016-10-05,18.3,11.6,15.0
2016-10-06,21.0,11.4,15.6
2016-10-07,21.4,10.5,15.3
2016-10-08,19.8,12.4,16.6
2016-10-09,16.8,11.7,13.5
2016-10-10,16.6,8.5,11.7
2016-10-11,15.6,6.9,11.2
2016-10-12,17.8,9.8,14.2
2016-10-13,19.8,9.9,14.4
2016-10-14,16.1,8.3,12.0
2016-10-15,17.1,6.6,11.8
2016-10-16,21.2,9.2,15.0
2016-10-17,25.9,15.0,19.5
2016-10-18,27.1,16.2,20.9
2016-10-19,28.0,17.1,22.1
2016-10-20,21.1,15.0,18.2
2016-10-21,21.1,17.8,19.5
2016-10-22,16.3,8.2,9.9
2016-10-23,15.7,7.4,11.4
2016-10-24,15.8,8.8,12.0
2016-10-25,11.2,5.8,8.6
2016-10-26,10.0,3.5,6.3
2016-10-27,13.5,5.7,8.8
2016-10-28,13.4,5.0,8.3
2016-10-29,17.3,2.8,10.3
2016-10-30,24.2,11.6,17.4
2016-10-31,12.0,5.4,9.0
2016-11-01,14.1,4.3,9.5
2016-11-02,20.6,9.2,14.1
2016-11-03,21.6,11.9,15.8
2016-11-04,14.6,7.2,11.2
2016-11-05,16.9,4.8,10.0
2016-11-06,13.5,5.8,10.0
2016-11-07,11.3,3.9,7.2
2016-11-08,17.9,2.5,9.6
2016-11-09,13.7,8.1,10.6
2016-11-10,12.8,4.3,8.5
2016-11-11,15.1,4.2,9.6
2016-11-12,9.4,1.6,5.0
2016-11-13,14.6,2.4,7.5
2016-11-14,15.6,2.8,8.8
2016-11-15,9.2,6.7,8.2
2016-11-16,15.7,5.9,10.0
2016-11-17,15.6,6.7,10.0
2016-11-18,17.3,3.6,9.9
2016-11-19,15.9,4.5,9.7
2016-11-20,5.6,2.0,3.6
2016-11-21,4.3,1.4,2.5
2016-11-22,4.8,0.9,2.3
2016-11-23,7.1,-0.7,2.5
2016-11-24,10.7,2.6,6.5
2016-11-25,11.9,5.8,8.4
2016-11-26,10.0,3.4,6.7
2016-11-27,8.8,1.3,4.6
2016-11-28,10.1,-1.4,4.2
2016-11-29,14.1,4.9,11.6
2016-11-30,13.5,9.8,11.1
2016-12-01,15.8,5.0,10.1
2016-12-02,9.8,3.1,5.7
2016-12-03,7.5,2.9,4.9
2016-12-04,6.8,1.5,3.5
2016-12-05,8.5,2.2,4.7
2016-12-06,6.6,-0.8,3.6
2016-12-07,6.9,3.2,5.2
2016-12-08,6.7,0.5,2.9
2016-12-09,3.5,-1.9,0.5
2016-12-10,1.4,-3.1,-1.3
2016-12-11,1.4,-4.6,-1.5
2016-12-12,7.8,-0.2,3.6
2016-12-13,4.8,-1.7,1.5
2016-12-14,5.0,-1.3,1.3
2016-12-15,-0.2,-6.5,-3.9
2016-12-16,-3.0,-6.8,-5.0
2016-12-17,2.9,-4.1,-0.5
2016-12-18,13.4,-1.9,6.7
2016-12-19,-1.6,-5.2,-3.0
2016-12-20,-0.2,-6.9,-3.2
2016-12-21,5.2,-3.5,-0.3
2016-12-22,7.6,-2.6,1.9
2016-12-23,7.1,-0.7,2.4
2016-12-24,6.3,1.1,3.4
2016-12-25,8.4,-1.2,2.9
2016-12-26,8.7,-0.4,4.0
2016-12-27,14.5,2.0,10.2
2016-12-28,4.8,-2.5,1.2
2016-12-29,6.5,-2.7,1.7
2016-12-30,4.4,-0.9,1.0
2016-12-31,5.8,-2.3,1.9
2017-01-01,7.7,0.2,5.0
2017-01-02,5.0,0.7,3.3
2017-01-03,6.1,3.6,4.9
2017-01-04,9.5,1.0,5.8
2017-01-05,0.3,-3.5,-1.3
2017-01-06,0.6,-3.8,-1.4
2017-01-07,-4.2,-6.9,-5.1
2017-01-08,-4.6,-10.1,-7.7
2017-01-09,-5.5,-11.4,-8.0
2017-01-10,4.5,-7.7,-1.4
2017-01-11,10.0,3.9,6.5
2017-01-12,15.5,6.9,12.2
2017-01-13,13.3,-0.0,6.2
2017-01-14,0.6,-3.4,-0.9
2017-01-15,4.1,-2.2,0.2
2017-01-16,4.9,-4.0,0.2
2017-01-17,5.1,2.0,3.8
2017-01-18,4.3,3.3,3.9
2017-01-19,9.9,1.7,4.8
2017-01-20,5.6,0.6,4.0
2017-01-21,10.4,4.6,6.5
2017-01-22,8.8,5.5,6.9
2017-01-23,5.8,2.1,3.6
2017-01-24,4.0,1.5,2.8
2017-01-25,10.0,1.0,5.1
2017-01-26,9.6,4.8,6.5
2017-01-27,5.9,1.4,3.9
2017-01-28,3.8,-0.8,1.5
2017-01-29,5.6,-0.1,2.2
2017-01-30,2.7,-2.8,-0.0
2017-01-31,2.7,-4.7,-1.6
2017-02-01,7.8,-0.2,4.1
2017-02-02,5.9,-2.2,1.8
2017-02-03,0.8,-4.5,-1.8
2017-02-04,0.6,-5.6,-2.6
2017-02-05,5.8,-1.8,1.7
2017-02-06,6.0,-0.7,2.9
2017-02-07,5.7,2.1,4.0
2017-02-08,15.1,5.1,10.2
2017-02-09,3.5,-6.7,-2.2
2017-02-10,-1.6,-9.2,-4.8
2017-02-11,4.5,-1.7,1.6
2017-02-12,3.6,-0.9,1.0
2017-02-13,3.1,-2.1,1.2
2017-02-14,4.9,-4.2,0.1
2017-02-15,8.2,-1.2,2.5
2017-02-16,2.1,-2.7,-0.5
2017-02-17,5.4,-3.8,0.1
2017-02-18,14.6,-2.7,5.8
2017-02-19,18.0,6.8,10.7
2017-02-20,10.4,2.3,6.6
2017-02-21,5.8,-1.2,2.8
2017-02-22,12.3,2.9,7.0
2017-02-23,16.8,3.4,9.4
2017-02-24,18.1,9.6,13.5
2017-02-25,13.0,7.6,11.4
2017-02-26,6.7,1.0,3.9
2017-02-27,11.5,0.4,5.3
2017-02-28,11.7,2.5,7.9
2017-03-01,20.9,9.5,14.9
2017-03-02,14.8,2.1,7.7
2017-03-03,3.5,-3.8,0.4
2017-03-04,-0.4,-8.2,-4.1
2017-03-05,2.2,-9.4,-4.4
2017-03-06,3.4,-5.3,-0.3
2017-03-07,12.2,3.2,8.1
2017-03-08,14.0,7.7,11.2
2017-03-09,13.5,7.7,10.7
2017-03-10,6.5,-4.1,1.8
2017-03-11,-0.5,-7.6,-4.6
2017-03-12,0.6,-6.9,-3.7
2017-03-13,0.0,-6.2,-3.2
2017-03-14,0.4,-5.8,-1.4
2017-03-15,-2.7,-7.8,-5.0
2017-03-16,2.4,-6.3,-2.1
2017-03-17,6.1,-5.7,-0.1
2017-03-18,4.1,-3.9,0.7
2017-03-19,6.7,-0.6,2.4
2017-03-20,7.0,-2.7,2.7
2017-03-21,13.0,2.2,6.4
2017-03-22,4.6,-5.2,-0.0
2017-03-23,4.2,-5.6,-0.9
2017-03-24,11.5,-0.1,5.3
2017-03-25,15.5,4.7,9.4
2017-03-26,5.1,2.5,4.2
2017-03-27,12.7,4.2,7.3
2017-03-28,8.9,4.1,6.4
2017-03-29,14.0,4.0,8.7
2017-03-30,8.5,0.9,4.9
2017-03-31,6.4,3.6,4.7
2017-04-01,8.7,2.8,5.5
2017-04-02,15.2,2.5,8.7
2017-04-03,12.6,3.6,8.4
2017-04-04,13.0,7.6,10.2
2017-04-05,13.2,6.2,9.2
2017-04-06,14.1,4.7,8.0
2017-04-07,9.6,3.7,7.2
2017-04-08,12.6,3.0,7.2
2017-04-09,16.1,3.1,9.9
2017-04-10,22.0,6.6,14.5
2017-04-11,21.5,12.5,17.4
2017-04-12,21.4,11.3,16.5
2017-04-13,16.7,7.2,11.7
2017-04-14,14.0,6.3,10.0
2017-04-15,15.0,5.8,11.3
2017-04-16,27.2,13.4,19.7
2017-04-17,21.1,13.2,17.7
2017-04-18,15.0,8.2,11.1
2017-04-19,9.5,7.5,8.5
2017-04-20,17.3,9.5,12.2
2017-04-21,12.7,8.9,10.4
2017-04-22,12.5,8.9,10.9
2017-04-23,14.5,6.7,10.4
2017-04-24,11.0,7.2,9.7
2017-04-25,12.2,10.0,11.0
2017-04-26,16.3,11.6,13.5
2017-04-27,17.5,11.6,13.7
2017-04-28,23.0,12.3,18.3
2017-04-29,27.0,14.0,20.8
2017-04-30,18.1,10.1,13.4
2017-05-01,20.5,10.3,15.1
2017-05-02,21.9,14.1,19.0
2017-05-03,16.6,10.5,13.9
2017-05-04,13.4,7.8,10.9
2017-05-05,16.1,10.7,13.0
2017-05-06,18.7,11.0,15.4
2017-05-07,12.9,8.6,10.6
2017-05-08,13.6,6.6,10.1
2017-05-09,15.1,6.9,11.0
2017-05-10,14.1,8.7,11.0
2017-05-11,14.8,8.5,11.2
2017-05-12,12.9,8.2,10.8
2017-05-13,10.6,8.1,9.7
2017-05-14,17.7,8.1,12.6
2017-05-15,17.7,10.2,14.2
2017-05-16,23.5,10.5,17.4
2017-05-17,29.7,13.8,22.2
2017-05-18,30.9,20.5,25.6
2017-05-19,28.6,18.2,24.4
2017-05-20,16.8,12.4,14.5
2017-05-21,15.5,10.0,13.6
2017-05-22,15.3,12.8,13.9
2017-05-23,19.0,13.7,16.1
2017-05-24,18.3,13.5,15.1
2017-05-25,15.2,12.4,13.8
2017-05-26,22.2,12.8,17.4
2017-05-27,21.0,13.8,17.5
2017-05-28,18.2,12.7,15.6
2017-05-29,14.6,13.2,13.9
2017-05-30,14.8,13.4,14.0
2017-05-31,20.7,14.3,17.0
2017-06-01,24.9,15.3,19.7
2017-06-02,22.8,12.0,18.0
2017-06-03,21.4,12.2,16.2
2017-06-04,19.6,11.6,16.1
2017-06-05,20.4,14.8,16.9
2017-06-06,15.1,11.6,13.7
2017-06-07,18.0,10.9,14.5
2017-06-08,18.2,11.7,14.9
2017-06-09,23.9,11.4,18.3
2017-06-10,27.9,15.5,22.1
2017-06-11,31.3,19.1,25.4
2017-06-12,32.0,19.8,26.0
2017-06-13,33.0,21.1,26.4
2017-06-14,23.5,18.1,21.6
2017-06-15,20.2,16.9,18.6
2017-06-16,21.1,17.0,18.8
2017-06-17,21.2,18.6,19.7
2017-06-18,26.9,19.7,23.9
2017-06-19,27.4,20.8,24.5
2017-06-20,27.7,20.3,23.7
2017-06-21,26.0,20.1,23.0
2017-06-22,25.8,17.5,22.2
2017-06-23,27.8,22.7,25.3
2017-06-24,28.4,21.9,25.0
2017-06-25,26.3,18.8,23.1
2017-06-26,25.1,17.4,21.0
2017-06-27,21.8,16.7,19.4
2017-06-28,24.6,14.9,19.9
2017-06-29,27.2,17.8,22.5
2017-06-30,30.2,22.5,25.6
2017-07-01,26.3,21.9,24.3
2017-07-02,29.9,20.8,25.3
2017-07-03,30.5,20.4,25.0
2017-07-04,26.7,20.6,23.4
2017-07-05,25.8,20.4,22.5
2017-07-06,22.6,20.6,21.3
2017-07-07,25.4,19.9,21.8
2017-07-08,28.9,20.2,24.3
2017-07-09,27.1,18.8,22.5
2017-07-10,26.2,18.3,23.0
2017-07-11,28.6,22.3,24.8
2017-07-12,30.5,22.5,26.3
2017-07-13,33.0,22.4,26.7
2017-07-14,23.1,18.7,21.0
2017-07-15,27.9,21.3,23.9
2017-07-16,26.2,19.4,23.2
2017-07-17,25.9,20.9,23.7
2017-07-18,26.7,21.1,24.4
2017-07-19,30.5,22.8,26.7
2017-07-20,32.7,22.9,27.5
2017-07-21,32.3,23.6,27.3
2017-07-22,28.8,23.6,25.8
2017-07-23,24.3,22.4,23.4
2017-07-24,23.1,17.7,21.2
2017-07-25,21.5,17.6,19.3
2017-07-26,22.2,18.7,20.5
2017-07-27,24.2,18.4,21.5
2017-07-28,25.6,20.3,22.9
2017-07-29,23.4,17.9,20.8
2017-07-30,25.7,16.4,20.9
2017-07-31,27.4,17.0,22.5
2017-08-01,27.9,18.8,24.0
2017-08-02,26.2,20.6,23.0
2017-08-03,26.3,20.1,23.1
2017-08-04,25.8,21.2,23.4
2017-08-05,26.0,20.4,23.2
2017-08-06,25.8,17.6,21.1
2017-08-07,20.7,18.5,19.6
2017-08-08,24.0,18.3,21.1
2017-08-09,25.3,17.3,21.9
2017-08-10,26.5,17.1,22.1
2017-08-11,24.5,18.5,21.7
2017-08-12,23.2,19.8,21.7
2017-08-13,28.1,20.1,23.7
2017-08-14,25.1,18.8,22.3
2017-08-15,23.8,21.1,22.3
2017-08-16,28.8,20.2,23.8
2017-08-17,24.1,19.8,22.3
2017-08-18,27.9,22.9,24.6
2017-08-19,28.5,22.4,25.2
2017-08-20,27.8,20.4,23.8
2017-08-21,28.2,19.8,24.1
2017-08-22,30.9,22.4,26.3
2017-08-23,27.8,19.8,24.1
2017-08-24,25.9,18.7,21.9
2017-08-25,23.3,17.3,20.6
2017-08-26,23.2,17.3,20.1
2017-08-27,22.7,16.7,19.8
2017-08-28,22.3,17.7,19.9
2017-08-29,20.1,17.3,18.5
2017-08-30,24.5,16.2,20.1
2017-08-31,26.7,17.5,21.4
2017-09-01,21.1,13.0,17.0
2017-09-02,18.8,13.1,16.2
2017-09-03,20.5,16.5,18.5
2017-09-04,26.3,15.5,20.7
2017-09-05,28.3,20.0,23.5
2017-09-06,20.8,17.1,18.9
2017-09-07,21.5,16.0,18.5
2017-09-08,21.7,14.0,17.5
2017-09-09,20.4,13.2,16.4
2017-09-10,20.7,13.4,17.0
2017-09-11,23.3,13.1,17.5
2017-09-12,24.5,14.1,18.9
2017-09-13,25.0,15.5,20.4
2017-09-14,25.4,19.0,21.8
2017-09-15,24.5,18.0,21.5
2017-09-16,24.0,19.5,21.5
2017-09-17,24.1,19.1,21.3
2017-09-18,23.5,19.1,21.0
2017-09-19,25.0,19.7,21.8
2017-09-20,25.1,20.1,22.6
2017-09-21,26.4,20.3,23.0
2017-09-22,25.7,18.6,22.0
2017-09-23,28.3,19.2,23.1
2017-09-24,29.6,19.5,23.7
2017-09-25,27.0,20.0,23.0
2017-09-26,24.2,19.9,21.5
2017-09-27,27.6,20.7,23.0
2017-09-28,24.3,15.7,21.2
2017-09-29,20.0,13.4,16.4
2017-09-30,17.3,12.3,15.1
2017-10-01,17.9,10.7,14.3
2017-10-02,20.1,11.5,15.6
2017-10-03,18.5,12.3,16.3
2017-10-04,23.8,12.3,17.8
2017-10-05,28.6,17.0,21.4
2017-10-06,26.0,18.3,20.5
2017-10-07,23.2,17.8,21.1
2017-10-08,24.6,21.6,22.7
2017-10-09,23.2,21.5,22.4
2017-10-10,26.1,17.5,21.4
2017-10-11,21.6,17.8,19.0
2017-10-12,17.4,13.7,15.5
2017-10-13,17.7,12.8,15.5
2017-10-14,21.0,16.4,18.3
2017-10-15,23.1,17.8,20.1
2017-10-16,20.8,9.2,14.5
2017-10-17,13.8,7.0,10.3
2017-10-18,20.4,9.2,14.3
2017-10-19,20.6,11.3,15.6
2017-10-20,21.4,13.4,16.7
2017-10-21,22.2,9.7,15.7
2017-10-22,19.4,10.7,15.5
2017-10-23,20.8,14.6,18.0
2017-10-24,23.0,17.7,19.7
2017-10-25,18.3,14.2,16.0
2017-10-26,13.9,9.6,12.2
2017-10-27,16.4,7.4,11.7
2017-10-28,19.4,11.3,15.5
2017-10-29,18.2,16.4,17.3
2017-10-30,15.4,8.7,11.7
2017-10-31,12.8,7.4,10.3
2017-11-01,15.9,6.1,11.3
2017-11-02,20.2,13.8,16.9
2017-11-03,22.8,10.8,16.9
2017-11-04,12.8,8.2,10.6
2017-11-05,15.9,12.2,14.4
2017-11-06,17.4,7.9,15.1
2017-11-07,9.5,4.6,7.0
2017-11-08,8.5,4.3,6.5
2017-11-09,11.5,6.3,9.2
2017-11-10,11.0,-3.5,2.8
2017-11-11,3.1,-3.7,-0.3
2017-11-12,7.5,-1.3,3.6
2017-11-13,7.0,3.4,5.6
2017-11-14,8.0,2.0,4.8
2017-11-15,10.5,2.7,6.5
2017-11-16,12.8,6.4,9.9
2017-11-17,8.0,2.5,5.4
2017-11-18,11.3,0.0,6.5
2017-11-19,14.0,5.1,10.2
2017-11-20,8.2,1.9,5.0
2017-11-21,13.1,4.7,8.7
2017-11-22,11.7,2.1,8.5
2017-11-23,5.5,-0.5,2.2
2017-11-24,9.0,0.6,4.3
2017-11-25,12.4,3.5,7.6
2017-11-26,9.2,3.3,6.5
2017-11-27,9.7,3.3,5.6
2017-11-28,11.1,1.2,6.4
2017-11-29,15.3,4.7,9.7
2017-11-30,10.6,2.1,6.7
2017-12-01,10.4,3.6,7.5
2017-12-02,8.0,1.6,4.9
2017-12-03,9.5,2.9,6.0
2017-12-04,9.4,1.0,5.5
2017-12-05,15.6,9.6,12.3
2017-12-06,13.5,4.5,7.0
2017-12-07,6.7,2.5,4.4
2017-12-08,3.0,0.2,2.0
2017-12-09,1.7,-0.3,0.6
2017-12-10,3.8,-2.1,0.7
2017-12-11,4.8,0.2,2.0
2017-12-12,9.2,-1.4,5.1
2017-12-13,-0.6,-6.5,-3.5
2017-12-14,0.6,-4.3,-2.2
2017-12-15,-2.0,-5.2,-3.8
2017-12-16,4.7,-4.4,-0.1
2017-12-17,2.5,-2.1,0.8
2017-12-18,8.1,1.7,4.4
