latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-73.89206,14.0,-18000,America/New_York,EST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C)
2017-12-18,7.8,-0.6,3.6
2017-12-19,11.6,4.1,7.7
2017-12-20,8.7,-0.2,4.6
2017-12-21,3.7,-2.5,0.3
2017-12-22,8.6,-2.4,3.3
2017-12-23,13.4,3.6,7.0
2017-12-24,5.3,0.4,2.7
2017-12-25,4.9,-3.1,1.3
2017-12-26,-2.3,-5.5,-4.0
2017-12-27,-4.0,-8.0,-6.0
2017-12-28,-7.3,-10.9,-9.2
2017-12-29,-4.5,-11.1,-8.5
2017-12-30,-3.7,-10.1,-6.9
2017-12-31,-8.0,-13.2,-10.0
2018-01-01,-6.7,-14.5,-11.2
2018-01-02,-2.9,-11.7,-7.9
2018-01-03,-2.3,-12.5,-7.0
2018-01-04,-4.1,-7.7,-5.1
2018-01-05,-8.9,-14.2,-12.5
2018-01-06,-12.9,-16.2,-14.7
2018-01-07,-9.8,-22.4,-15.1
2018-01-08,-1.7,-10.4,-5.7
2018-01-09,3.9,-5.3,-0.4
2018-01-10,2.9,-11.0,-3.5
2018-01-11,7.5,-0.2,4.1
2018-01-12,13.8,8.0,11.8
2018-01-13,13.4,-7.9,1.9
2018-01-14,-3.9,-9.5,-7.5
2018-01-15,-1.9,-8.8,-5.1
2018-01-16,4.0,-4.5,-0.7
2018-01-17,1.7,-6.3,-0.5
2018-01-18,0.3,-8.7,-4.5
2018-01-19,3.9,-5.9,-1.4
2018-01-20,9.5,-0.8,3.8
2018-01-21,9.9,-1.6,4.1
2018-01-22,8.4,3.7,6.0
2018-01-23,14.0,4.2,9.0
2018-01-24,4.6,-3.8,2.0
2018-01-25,1.3,-6.0,-3.2
2018-01-26,1.7,-7.0,-2.6
2018-01-27,11.7,-1.6,5.5
2018-01-28,10.6,5.2,8.3
2018-01-29,6.5,1.1,4.0
2018-01-30,3.4,-4.8,-0.4
2018-01-31,-0.2,-7.9,-3.9
2018-02-01,7.6,-1.4,2.9
2018-02-02,2.5,-8.9,-2.9
2018-02-03,-0.1,-9.0,-4.8
2018-02-04,6.7,-2.7,2.5
2018-02-05,3.3,-6.4,-1.1
2018-02-06,2.8,-6.5,-2.1
2018-02-07,9.8,-3.2,1.2
2018-02-08,0.6,-4.9,-2.4
2018-02-09,2.4,-7.1,-1.8
2018-02-10,9.5,2.0,5.9
2018-02-11,16.0,4.8,9.4
2018-02-12,15.6,-1.1,6.0
2018-02-13,2.7,-4.9,-1.6
2018-02-14,10.4,0.4,4.5
2018-02-15,15.9,5.8,9.9
2018-02-16,13.6,1.4,9.4
2018-02-17,3.8,-4.8,0.3
2018-02-18,4.9,-2.0,1.6
2018-02-19,8.8,-2.5,4.3
2018-02-20,18.8,8.8,12.3
2018-02-21,23.5,12.2,16.7
2018-02-22,11.8,2.4,5.6
2018-02-23,4.5,1.8,3.1
2018-02-24,12.1,4.8,7.9
2018-02-25,6.2,5.0,5.5
2018-02-26,10.9,2.0,6.5
2018-02-27,12.2,-1.3,5.0
2018-02-28,13.9,1.5,7.7
2018-03-01,15.2,3.9,9.7
2018-03-02,6.3,1.7,3.3
2018-03-03,7.7,2.7,4.7
2018-03-04,7.0,-0.5,3.8
2018-03-05,5.4,-1.5,2.2
2018-03-06,6.6,-2.4,2.5
2018-03-07,2.2,0.6,1.4
2018-03-08,6.3,-2.1,1.8
2018-03-09,5.6,-3.6,1.1
2018-03-10,5.3,-2.5,1.5
2018-03-11,6.9,-3.2,1.6
2018-03-12,5.7,-3.3,1.8
2018-03-13,5.3,-0.4,1.9
2018-03-14,4.9,-3.4,0.7
2018-03-15,7.3,-1.8,2.4
2018-03-16,3.6,-2.2,0.4
2018-03-17,9.4,-4.0,1.9
2018-03-18,5.2,-5.3,0.2
2018-03-19,7.2,-3.1,1.4
2018-03-20,2.3,-4.0,-0.0
2018-03-21,2.6,0.2,1.1
2018-03-22,6.5,-0.3,2.6
2018-03-23,6.9,-3.0,2.2
2018-03-24,9.1,-2.0,3.8
2018-03-25,7.6,-1.4,2.6
2018-03-26,8.8,-2.4,2.2
2018-03-27,6.3,-2.7,2.4
2018-03-28,8.9,2.8,5.8
2018-03-29,12.9,7.0,9.2
2018-03-30,16.0,5.0,11.5
2018-03-31,11.6,0.5,6.1
2018-04-01,14.1,3.1,8.5
2018-04-02,6.1,-1.7,1.5
2018-04-03,5.4,-2.1,3.0
2018-04-04,21.4,4.0,9.2
2018-04-05,7.6,-0.8,3.0
2018-04-06,14.2,-0.9,6.1
2018-04-07,8.8,2.1,5.6
2018-04-08,6.6,-1.3,2.5
2018-04-09,7.1,-2.3,2.5
2018-04-10,9.0,1.6,4.8
2018-04-11,8.7,-2.2,4.2
2018-04-12,14.3,3.2,9.6
2018-04-13,25.3,12.8,18.2
2018-04-14,24.0,7.0,16.4
2018-04-15,6.3,2.8,4.7
2018-04-16,16.4,4.0,9.1
2018-04-17,8.8,2.6,5.7
2018-04-18,12.1,0.9,6.3
2018-04-19,7.6,2.7,6.1
2018-04-20,11.2,0.6,5.4
2018-04-21,15.3,1.1,8.2
2018-04-22,17.3,1.6,9.3
2018-04-23,17.1,2.8,9.2
2018-04-24,16.0,3.9,10.7
2018-04-25,14.6,10.5,12.6
2018-04-26,20.6,8.9,14.5
2018-04-27,12.7,8.0,10.8
2018-04-28,17.8,6.4,11.4
2018-04-29,15.1,7.2,10.5
2018-04-30,10.1,5.8,8.0
2018-05-01,23.6,5.5,15.0
2018-05-02,28.5,12.3,21.0
2018-05-03,30.9,15.6,23.1
2018-05-04,27.6,16.9,22.5
2018-05-05,22.5,14.1,18.0
2018-05-06,17.3,12.0,14.7
2018-05-07,21.8,10.5,15.7
2018-05-08,21.3,9.5,14.7
2018-05-09,22.5,9.0,15.0
2018-05-10,18.5,10.1,14.2
2018-05-11,21.1,14.3,17.5
2018-05-12,15.6,10.3,13.1
2018-05-13,13.1,10.4,11.6
2018-05-14,18.3,10.8,14.2
2018-05-15,29.6,15.1,21.5
2018-05-16,17.4,13.4,15.5
2018-05-17,20.6,12.5,16.0
2018-05-18,16.7,12.1,15.4
2018-05-19,15.2,10.8,12.5
2018-05-20,26.8,16.3,21.1
2018-05-21,23.9,12.5,17.7
2018-05-22,20.0,12.9,15.3
2018-05-23,25.7,12.4,19.6
2018-05-24,25.9,15.8,20.4
2018-05-25,28.8,16.2,22.8
2018-05-26,30.2,19.7,24.0
2018-05-27,19.3,13.3,15.8
2018-05-28,19.9,13.0,15.7
2018-05-29,30.0,16.3,22.4
2018-05-30,23.7,14.7,18.9
2018-05-31,20.4,16.3,18.5
2018-06-01,25.9,17.9,20.7
2018-06-02,28.5,19.4,23.4
2018-06-03,18.0,12.0,15.9
2018-06-04,20.0,11.4,15.2
2018-06-05,22.6,12.2,17.9
2018-06-06,20.5,12.9,16.4
2018-06-07,19.9,13.7,16.3
2018-06-08,25.7,13.1,20.2
2018-06-09,25.9,16.7,21.2
2018-06-10,21.0,15.3,18.0
2018-06-11,21.2,12.0,16.6
2018-06-12,21.7,11.1,16.9
2018-06-13,23.8,15.3,20.1
2018-06-14,27.3,16.3,22.6
2018-06-15,24.4,15.5,19.2
2018-06-16,28.0,14.6,21.3
2018-06-17,30.3,16.1,23.4
2018-06-18,30.7,19.9,25.8
2018-06-19,30.5,20.3,26.2
2018-06-20,26.6,17.7,22.3
2018-06-21,28.8,19.4,22.9
2018-06-22,24.3,18.0,20.3
2018-06-23,21.4,15.8,18.4
2018-06-24,27.2,16.6,22.3
2018-06-25,26.3,17.2,22.1
2018-06-26,23.8,15.0,19.6
2018-06-27,23.0,16.0,20.2
2018-06-28,27.8,20.4,23.5
2018-06-29,31.6,19.8,25.6
2018-06-30,31.5,18.9,25.7
2018-07-01,33.8,22.0,27.8
2018-07-02,33.3,22.1,27.1
2018-07-03,31.9,22.7,26.5
2018-07-04,29.9,23.6,25.9
2018-07-05,29.6,23.5,26.2
2018-07-06,26.1,20.6,24.6
2018-07-07,24.8,16.5,20.1
2018-07-08,27.0,14.6,21.4
2018-07-09,29.5,17.0,23.2
2018-07-10,32.1,18.9,25.9
2018-07-11,29.3,20.5,24.8
2018-07-12,29.0,19.7,23.5
2018-07-13,27.6,19.0,23.5
2018-07-14,31.9,19.4,25.9
2018-07-15,29.1,21.1,24.6
2018-07-16,31.8,22.3,27.0
2018-07-17,30.6,23.0,25.4
2018-07-18,29.1,19.1,24.1
2018-07-19,27.1,17.4,22.3
2018-07-20,27.1,18.0,22.3
2018-07-21,25.7,17.5,21.5
2018-07-22,27.9,20.7,24.0
2018-07-23,26.2,22.7,24.1
2018-07-24,27.4,22.9,24.8
2018-07-25,24.6,21.9,23.2
2018-07-26,28.9,21.6,24.8
2018-07-27,29.5,20.9,25.3
2018-07-28,28.5,21.4,24.6
2018-07-29,27.6,20.0,24.0
2018-07-30,26.6,18.9,22.9
2018-07-31,26.2,19.7,22.9
2018-08-01,28.7,22.1,25.2
2018-08-02,28.6,23.6,25.9
2018-08-03,28.5,23.2,25.3
2018-08-04,30.0,22.3,25.1
2018-08-05,32.2,21.3,26.8
2018-08-06,32.5,23.1,27.7
2018-08-07,30.0,23.5,26.6
2018-08-08,30.6,22.7,26.3
2018-08-09,29.8,22.7,26.4
2018-08-10,30.1,19.5,25.2
2018-08-11,25.1,22.0,23.7
2018-08-12,26.3,21.7,23.5
2018-08-13,24.8,21.4,22.6
2018-08-14,27.0,20.1,23.2
2018-08-15,30.5,20.5,25.4
2018-08-16,31.7,21.8,26.7
2018-08-17,28.7,22.9,25.8
2018-08-18,29.0,21.3,24.9
2018-08-19,22.3,19.7,21.0
2018-08-20,23.6,17.9,20.6
2018-08-21,24.4,18.6,21.7
2018-08-22,28.1,21.5,24.3
2018-08-23,24.3,18.2,21.2
2018-08-24,27.0,15.7,21.4
2018-08-25,25.2,17.8,21.4
2018-08-26,27.0,17.1,22.6
2018-08-27,30.5,20.7,25.5
2018-08-28,33.7,23.5,28.4
2018-08-29,33.7,24.5,29.0
2018-08-30,30.8,24.3,27.4
2018-08-31,25.1,19.8,22.9
2018-09-01,25.7,19.6,21.6
2018-09-02,26.7,18.0,22.6
2018-09-03,30.6,22.7,26.1
2018-09-04,31.8,23.6,27.6
2018-09-05,29.7,22.7,25.9
2018-09-06,32.1,23.4,26.8
2018-09-07,24.9,20.5,22.8
2018-09-08,21.5,16.2,19.0
2018-09-09,17.4,13.9,15.6
2018-09-10,18.7,14.3,16.4
2018-09-11,25.1,17.5,21.6
2018-09-12,25.7,20.5,23.0
2018-09-13,24.4,20.7,22.3
2018-09-14,24.1,20.2,21.7
2018-09-15,25.1,17.9,21.3
2018-09-16,27.7,18.5,21.8
2018-09-17,25.0,17.9,22.1
2018-09-18,24.9,19.2,22.6
2018-09-19,26.7,19.1,22.4
2018-09-20,21.3,17.6,19.3
2018-09-21,22.9,18.8,20.7
2018-09-22,22.2,15.8,20.0
2018-09-23,18.9,14.9,16.7
2018-09-24,20.3,14.2,16.8
2018-09-25,22.2,14.2,19.0
2018-09-26,25.8,20.7,23.0
2018-09-27,21.6,15.2,18.5
2018-09-28,19.2,13.6,16.5
2018-09-29,22.3,13.3,17.5
2018-09-30,20.0,11.9,16.3
2018-10-01,24.6,15.3,19.8
2018-10-02,24.0,17.9,20.7
2018-10-03,24.4,16.5,20.6
2018-10-04,24.8,15.4,20.2
2018-10-05,20.2,14.0,17.2
2018-10-06,19.8,17.1,18.5
2018-10-07,26.4,19.4,22.3
2018-10-08,19.8,17.7,19.0
2018-10-09,24.5,19.1,21.6
2018-10-10,24.9,20.6,22.2
2018-10-11,25.4,20.8,22.5
2018-10-12,21.0,10.7,15.4
2018-10-13,13.6,7.7,10.7
2018-10-14,14.6,6.4,10.6
2018-10-15,20.0,9.4,15.9
2018-10-16,16.2,8.1,11.2
2018-10-17,16.4,7.5,11.3
2018-10-18,9.6,4.4,6.9
2018-10-19,14.7,4.2,9.6
2018-10-20,17.1,9.0,13.2
2018-10-21,9.3,3.9,7.1
2018-10-22,10.7,3.4,7.0
2018-10-23,16.5,6.6,11.2
2018-10-24,13.2,6.0,9.0
2018-10-25,10.7,4.0,6.7
2018-10-26,10.5,1.9,6.7
2018-10-27,12.3,6.8,9.5
2018-10-28,11.6,7.0,9.4
2018-10-29,14.1,7.4,10.5
2018-10-30,12.4,4.8,7.7
2018-10-31,16.6,4.8,11.3
2018-11-01,19.3,11.1,15.4
2018-11-02,20.8,17.1,19.0
2018-11-03,18.6,7.2,13.5
2018-11-04,11.9,3.9,7.7
2018-11-05,11.5,6.8,10.0
2018-11-06,16.9,9.7,12.5
2018-11-07,16.8,8.3,12.9
2018-11-08,12.2,5.2,8.8
2018-11-09,10.5,3.8,7.6
2018-11-10,9.9,1.4,6.0
2018-11-11,7.6,0.2,3.6
2018-11-12,9.0,-0.0,4.9
2018-11-13,11.9,5.7,8.1
2018-11-14,5.2,-0.4,2.5
2018-11-15,4.2,-1.6,0.9
2018-11-16,7.3,1.8,4.5
2018-11-17,8.9,0.9,4.5
2018-11-18,5.7,1.3,3.9
2018-11-19,11.5,2.4,6.5
2018-11-20,8.2,2.2,5.5
2018-11-21,7.6,-3.0,2.9
2018-11-22,-3.2,-7.5,-5.3
2018-11-23,-1.0,-8.1,-4.5
2018-11-24,8.6,-2.8,3.4
2018-11-25,12.6,4.4,8.0
2018-11-26,11.1,3.5,7.5
2018-11-27,7.4,3.0,5.1
2018-11-28,5.1,1.9,3.5
2018-11-29,6.5,1.6,4.2
2018-11-30,5.0,-1.4,2.5
2018-12-01,6.6,-1.5,3.2
2018-12-02,15.0,5.4,11.0
2018-12-03,12.9,6.2,10.2
2018-12-04,5.8,-2.2,2.0
2018-12-05,2.0,-4.3,-1.3
2018-12-06,4.3,-3.6,0.6
2018-12-07,2.8,-4.3,0.2
2018-12-08,1.9,-5.2,-1.9
2018-12-09,1.7,-4.6,-1.7
2018-12-10,3.8,-3.8,-0.8
2018-12-11,3.7,-4.6,-1.0
2018-12-12,5.0,-2.3,1.0
2018-12-13,4.0,-0.7,1.7
2018-12-14,10.2,2.8,6.5
2018-12-15,9.6,6.0,7.9
2018-12-16,6.6,1.6,4.0
2018-12-17,7.6,1.9,4.0
2018-12-18,2.2,-3.3,-0.4
2018-12-19,4.4,-5.4,-0.9
2018-12-20,11.0,-2.2,3.8
2018-12-21,15.1,10.5,12.8
2018-12-22,10.0,4.0,6.6
2018-12-23,5.8,-0.9,2.7
2018-12-24,7.1,0.6,2.9
2018-12-25,4.7,-2.1,1.1
2018-12-26,5.7,-3.4,0.7
2018-12-27,4.1,-0.7,1.7
2018-12-28,13.5,4.8,10.3
2018-12-29,12.4,1.9,8.3
2018-12-30,4.4,-0.8,1.5
2018-12-31,8.2,-1.8,3.6
2019-01-01,14.5,3.3,9.5
2019-01-02,3.6,-0.8,1.7
2019-01-03,7.2,-0.5,4.1
2019-01-04,7.9,-1.6,2.7
2019-01-05,7.1,3.0,5.5
2019-01-06,8.7,-1.0,3.8
2019-01-07,0.2,-5.2,-2.2
2019-01-08,8.7,-0.0,4.6
2019-01-09,7.1,0.5,4.5
2019-01-10,0.9,-2.1,-0.4
2019-01-11,-1.4,-5.9,-3.9
2019-01-12,2.1,-6.5,-3.0
2019-01-13,0.1,-4.0,-2.5
2019-01-14,1.0,-6.3,-3.5
2019-01-15,3.4,-5.3,-1.8
2019-01-16,4.8,-4.3,-0.3
2019-01-17,-0.0,-5.6,-2.6
2019-01-18,3.8,-2.2,0.5
2019-01-19,3.3,-3.9,-0.0
2019-01-20,7.9,-11.5,-0.3
2019-01-21,-11.6,-15.7,-13.2
2019-01-22,-2.0,-11.4,-6.8
2019-01-23,7.9,-2.8,2.3
2019-01-24,12.6,0.5,8.6
2019-01-25,3.0,-3.7,-0.8
2019-01-26,0.9,-6.4,-3.0
2019-01-27,8.7,-3.2,2.9
2019-01-28,1.4,-5.8,-2.7
2019-01-29,4.9,-6.0,0.1
2019-01-30,0.5,-14.6,-6.3
2019-01-31,-8.3,-16.5,-12.4
2019-02-01,-5.0,-12.2,-8.9
2019-02-02,2.3,-10.7,-4.5
2019-02-03,9.2,-4.4,1.6
2019-02-04,11.7,-2.4,3.6
2019-02-05,17.3,-0.2,6.9
2019-02-06,7.4,-1.4,3.0
2019-02-07,7.6,2.4,4.9
2019-02-08,10.9,-0.7,5.5
2019-02-09,0.7,-5.3,-3.0
2019-02-10,2.9,-6.5,-2.3
2019-02-11,2.9,-1.9,0.1
2019-02-12,1.2,-2.6,-1.1
2019-02-13,5.9,-1.7,2.1
2019-02-14,7.1,-2.8,1.4
2019-02-15,12.4,2.9,8.4
2019-02-16,5.8,-2.6,1.9
2019-02-17,2.6,-5.6,-1.2
2019-02-18,6.2,-3.9,1.0
2019-02-19,2.3,-5.6,-2.5
2019-02-20,-0.4,-4.1,-2.6
2019-02-21,11.5,0.1,4.6
